Answers:,group,firstMoveRate,secondMoveRate,thirdMoveRate,forthMoveRate,fifthMoveRate,firstBox1Rate,firstBox2Rate,firstBox3Rate,firstBox4Rate,firstBox5Rate,firstBox6Rate,secBox1Rate,secBox2Rate,secBox3Rate,secBox4Rate,secBox5Rate,secBox6Rate,firstRangeReal,secRangeReal,thirdRangeReal,forthRangeReal,fifthRangeReal,firstBox1Real,firstBox2Real,firstBox3Real,firstBox4Real,firstBox5Real,firstBox6Real,secBox1Real,secBox2Real,secBox3Real,secBox4Real,secBox5Real,secBox6Real
"EST(S\S(aj),aj))",firstBox6GroupWithout,4.969230769,16.84615385,41.35384615,26.92307692,9.753846154,4.369230769,18.43076923,6.157692308,61.74230769,6.265384615,3.034615385,26.76923077,25,19.36923077,13.70769231,7.784615385,5.892307692,1.538461538,9.230769231,41.53846154,43.07692308,4.615384615,1.538461538,9.230769231,0,86.15384615,1.538461538,0,35.38461538,16.92307692,26.15384615,6.153846154,12.30769231,1.538461538
"EST(S\S(aj),aj))",secBox1GroupWithout,5.333333333,14.16666667,36.19047619,32.76190476,11.30952381,3.047619048,17.21428571,8.196428571,58.38690476,9.077380952,4.077380952,9.523809524,30.23809524,24.38095238,17.16666667,9.666666667,6.738095238,2.380952381,7.142857143,38.0952381,45.23809524,7.142857143,2.380952381,7.142857143,0,85.71428571,2.380952381,0,0,26.19047619,40.47619048,9.523809524,19.04761905,2.380952381
"EST(S\S(aj),aj))",secBox2GroupWithout,4.777777778,16.62962963,42.09259259,27.12962963,9.185185185,4.888888889,19.68518519,6.486111111,60.15277778,5.50462963,3.282407407,31.01851852,16.01851852,20.81481481,14.83333333,9,6.537037037,1.851851852,9.259259259,42.59259259,44.44444444,1.851851852,1.851851852,11.11111111,0,85.18518519,0,0,42.59259259,0,31.48148148,7.407407407,14.81481481,1.851851852
"EST(S\S(aj),aj))",secBox3GroupWithout,5.604166667,18.0625,42.77083333,24.66666667,8.895833333,4.708333333,19.75,4.484375,62.81770833,5.630208333,2.609375,32.8125,27.60416667,9.458333333,13.85416667,8.75,5.520833333,2.083333333,10.41666667,43.75,39.58333333,4.166666667,2.083333333,12.5,0,81.25,2.083333333,0,47.91666667,22.91666667,0,8.333333333,16.66666667,2.083333333
"EST(S\S(aj),aj))",secBox4GroupWithout,4.885245902,16.80327869,41.85245902,26.39344262,9.901639344,4.655737705,15.49180328,6.163934426,64.57377049,6.278688525,2.836065574,28.52459016,25.81967213,20.57377049,10.50819672,8.295081967,6.278688525,1.639344262,9.836065574,42.62295082,40.98360656,4.918032787,0,4.918032787,0,91.80327869,1.639344262,0,37.70491803,18.03278689,27.86885246,0,13.1147541,1.639344262
"EST(S\S(aj),aj))",secBox5GroupWithout,4.263157895,17.45614035,41.71929825,26.57894737,9.807017544,4.105263158,19.52631579,5.530701754,63.12719298,5.214912281,2.495614035,29.29824561,26.05263158,20.68421053,12.9122807,3.614035088,5.754385965,0,8.771929825,40.35087719,45.61403509,5.263157895,1.754385965,10.52631579,0,84.21052632,1.754385965,0,40.35087719,19.29824561,29.8245614,7.01754386,0,1.754385965
"EST(S\S(aj),aj))",secBox6GroupWithout,5.046875,17.109375,41.609375,26.5625,9.515625,4.4375,18.71875,6.25390625,61.14453125,6.36328125,3.08203125,27.1875,25.078125,19.671875,13.921875,7.90625,4.734375,1.5625,9.375,40.625,43.75,4.6875,1.5625,9.375,0,85.9375,1.5625,0,35.9375,17.1875,26.5625,6.25,12.5,0
"EST(S,A)",All,4.969230769,16.84615385,41.35384615,26.92307692,9.753846154,4.369230769,18.43076923,6.157692308,61.74230769,6.265384615,3.034615385,26.76923077,25,19.36923077,13.70769231,7.784615385,5.892307692,1.538461538,9.230769231,41.53846154,43.07692308,4.615384615,1.538461538,9.230769231,0,86.15384615,1.538461538,0,35.38461538,16.92307692,26.15384615,6.153846154,12.30769231,1.538461538
"EST(S(ai),aj) ",firstRange,40,20,15,15,10,0,0,0,90,10,0,0,25,0,0,75,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0
"EST(S(ai),aj) ",secRange,7.833333333,35.83333333,36.66666667,13.16666667,6.5,1.833333333,23.33333333,3.5,66,3.5,1.833333333,25,24.16666667,18.33333333,17.5,9.166666667,5.833333333,0,100,0,0,0,0,0,0,100,0,0,50,16.66666667,16.66666667,0,16.66666667,0
"EST(S(ai),aj) ",thirdRange,3.592592593,17.85185185,52.14814815,17.77777778,8.259259259,7.407407407,19.44444444,5.185185185,62.59259259,2.962962963,2.407407407,28.33333333,25.92592593,16.66666667,15.18518519,5.740740741,8.148148148,0,0,100,0,0,0,7.407407407,0,92.59259259,0,0,40.74074074,14.81481481,22.22222222,3.703703704,14.81481481,3.703703704
"EST(S(ai),aj) ",forthRange,4.607142857,12.07142857,35.17857143,36.28571429,11.85714286,2.607142857,17.60714286,8.1875,56.6875,10.58035714,4.330357143,28.39285714,21.25,21.39285714,13.42857143,7.535714286,4.571428571,0,0,0,100,0,3.571428571,14.28571429,0,75,3.571428571,0,32.14285714,14.28571429,32.14285714,10.71428571,7.142857143,0
"EST(S(ai),aj) ",fifthRange,3.333333333,13.33333333,20,53.33333333,10,0,13.33333333,3.333333333,83.33333333,0,0,10,53.33333333,33.33333333,0,3.333333333,0,0,0,0,0,100,0,0,0,100,0,0,0,66.66666667,33.33333333,0,0,0
"EST(S(ai),aj) ",firstBox1,25,20,15,30,10,0,3,24.25,24.25,24.25,24.25,0,0,4,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,100,0,0
"EST(S(ai),aj) ",firstBox2,0,11.66666667,43.33333333,30.83333333,14.16666667,4.166666667,71.66666667,1.666666667,20.83333333,0.833333333,0.833333333,27.5,17.5,1.666666667,50,1.666666667,1.666666667,0,0,33.33333333,66.66666667,0,0,100,0,0,0,0,50,0,0,50,0,0
"EST(S(ai),aj) ",firstBox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST(S(ai),aj) ",firstBox4,5.321428571,17.94642857,43.08928571,23.83928571,9.625,4.625,13.66071429,6.535714286,67.21428571,4.964285714,3,26.33928571,25.35714286,22.23214286,10.55357143,8.857142857,6.660714286,1.785714286,10.71428571,44.64285714,37.5,5.357142857,0,0,0,100,0,0,35.71428571,17.85714286,30.35714286,0,14.28571429,1.785714286
"EST(S(ai),aj) ",firstBox5,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,0
"EST(S(ai),aj) ",firstBox6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST(S(ai),aj) ",secBox1,4.304347826,21.73913043,50.7826087,16.26086957,6.913043478,6.782608696,20.65217391,2.434782609,67.86956522,1.130434783,1.130434783,58.26086957,15.43478261,10.2173913,7.391304348,4.347826087,4.347826087,0,13.04347826,47.82608696,39.13043478,0,0,13.04347826,0,86.95652174,0,0,100,0,0,0,0,0
"EST(S(ai),aj) ",secBox2,5.909090909,17.90909091,37.72727273,25.90909091,12.54545455,1.818181818,12.27272727,4.545454545,69.54545455,10,1.818181818,5.909090909,69.09090909,12.27272727,8.181818182,1.818181818,2.727272727,0,9.090909091,36.36363636,36.36363636,18.18181818,0,0,0,90.90909091,9.090909091,0,0,100,0,0,0,0
"EST(S(ai),aj) ",secBox3,3.176470588,13.41176471,37.35294118,33.29411765,12.17647059,3.411764706,14.70588235,10.88235294,58.70588235,8.058823529,4.235294118,9.705882353,17.64705882,47.35294118,13.29411765,5.058823529,6.941176471,0,5.882352941,35.29411765,52.94117647,5.882352941,0,0,0,100,0,0,0,0,100,0,0,0
"EST(S(ai),aj) ",secBox4,6.25,17.5,33.75,35,7.5,0,63.25,6.0625,18.5625,6.0625,6.0625,0,12.5,1,62.5,0,0,0,0,25,75,0,25,75,0,0,0,0,0,0,0,100,0,0
"EST(S(ai),aj) ",secBox5,10,12.5,38.75,29.375,9.375,6.25,10.625,10.625,51.875,13.75,6.875,8.75,17.5,10,19.375,37.5,6.875,12.5,12.5,50,25,0,0,0,0,100,0,0,0,0,0,0,100,0
"EST(S(ai),aj) ",secBox6,0,0,25,50,25,0,0,0,100,0,0,0,20,0,0,0,80,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a' (populer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a* (correct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הפרש תוחלות Real - Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Est(s,ai)-Real(s,aj)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Est(S,ai)-EST(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EST(S,ai)-Real(S,A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
