firstRangeWithout,1.4923076923076923,11.673076923076923,60.76538461538462,21.35,4.873076923076923,72.09025641030769,5.682564102615384,2.2179487179999997,8.590256410307692,8.390256410307694,3.0287179487692306,9.19641025646154,52.67333333338462,11.941025641076923,13.488717948769231,8.034871794923077,4.665641025692307,0.0,6.153846153846154,81.53846153846153,12.307692307692308,0.0,95.38461538461539,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,70.76923076923077,3.076923076923077,12.307692307692308,10.76923076923077,1.5384615384615385
secRangeWithout,1.4262295081967213,11.045081967213115,61.38934426229508,21.110655737704917,5.192622950819672,70.42404371590165,5.973224043770491,2.363387978196721,9.071584699508197,8.940437158524592,3.2273224044262294,9.799453551967215,51.45519125688525,11.002732240491804,14.209289617540986,8.561748633934426,4.971584699508196,0.0,0.0,86.88524590163934,13.114754098360656,0.0,95.08196721311475,1.639344262295082,0.0,1.639344262295082,1.639344262295082,0.0,1.639344262295082,68.85245901639344,3.278688524590164,13.114754098360656,11.475409836065573,1.639344262295082
thirdRangeWithout,1.8333333333333333,11.5625,33.729166666666664,40.729166666666664,12.979166666666666,75.18333333333334,2.85,1.1666666666666667,4.266666666666667,12.433333333333332,4.1000000000000005,1.8,55.21666666666667,11.666666666666666,20.466666666666665,5.466666666666666,5.383333333333333,0.0,33.33333333333333,0.0,66.66666666666666,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0
forthRangeWithout,1.4912280701754386,12.368421052631579,65.78947368421052,17.526315789473685,2.824561403508772,73.2222222222807,5.967836257368422,2.283625731052631,8.985380117017545,6.950292397719298,2.5906432749122805,10.108187134561405,53.44152046789474,13.002923976666667,11.248538011754386,8.011695906491228,4.187134502982456,0.0,7.017543859649122,92.98245614035088,0.0,0.0,94.73684210526315,1.7543859649122806,0.0,1.7543859649122806,1.7543859649122806,0.0,1.7543859649122806,71.9298245614035,3.508771929824561,8.771929824561402,12.280701754385964,1.7543859649122806
fifthRangeWithout,1.4923076923076923,11.673076923076923,60.76538461538462,21.35,4.873076923076923,72.09025641030769,5.682564102615384,2.2179487179999997,8.590256410307692,8.390256410307694,3.0287179487692306,9.19641025646154,52.67333333338462,11.941025641076923,13.488717948769231,8.034871794923077,4.665641025692307,0.0,6.153846153846154,81.53846153846153,12.307692307692308,0.0,95.38461538461539,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,70.76923076923077,3.076923076923077,12.307692307692308,10.76923076923077,1.5384615384615385
firstBox1GroupWithout,0.0,3.3333333333333335,86.66666666666667,10.0,0.0,0.0,36.666666666666664,0.0,30.0,33.333333333333336,0.0,27.333333333333332,0.6666666666666666,0.6666666666666666,40.666666666666664,30.0,0.6666666666666666,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333,0.0
firstBox2GroupWithout,1.515625,11.85546875,60.46484375,21.37109375,4.94921875,73.21666666671875,4.20885416671875,2.2526041667187497,8.72447916671875,8.521354166718751,3.07604166671875,8.090104166718751,53.49635416671875,12.12760416671875,13.386979166718751,8.160416666718751,4.738541666718749,0.0,6.25,81.25,12.5,0.0,96.875,0.0,0.0,1.5625,1.5625,0.0,0.0,71.875,3.125,12.5,10.9375,1.5625
firstBox3GroupWithout,1.4923076923076923,11.673076923076923,60.76538461538462,21.35,4.873076923076923,72.09025641030769,5.682564102615384,2.2179487179999997,8.590256410307692,8.390256410307694,3.0287179487692306,9.19641025646154,52.67333333338462,11.941025641076923,13.488717948769231,8.034871794923077,4.665641025692307,0.0,6.153846153846154,81.53846153846153,12.307692307692308,0.0,95.38461538461539,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,70.76923076923077,3.076923076923077,12.307692307692308,10.76923076923077,1.5384615384615385
firstBox4GroupWithout,1.515625,11.69921875,60.46484375,21.52734375,4.94921875,73.21666666671875,5.6151041667187505,2.2526041667187497,7.3182291667187505,8.521354166718751,3.07604166671875,9.308854166718751,53.46510416671875,12.09635416671875,13.668229166718751,6.75416666671875,4.707291666718749,0.0,6.25,81.25,12.5,0.0,96.875,1.5625,0.0,0.0,1.5625,0.0,1.5625,71.875,3.125,12.5,9.375,1.5625
firstBox5GroupWithout,1.515625,11.85546875,60.15234375,21.68359375,4.94921875,73.21666666671875,5.77135416671875,2.2526041667187497,8.72447916671875,6.9588541667187505,3.07604166671875,9.340104166718751,53.49635416671875,12.12760416671875,12.136979166718751,8.160416666718751,4.738541666718749,0.0,6.25,81.25,12.5,0.0,96.875,1.5625,0.0,1.5625,0.0,0.0,1.5625,71.875,3.125,10.9375,10.9375,1.5625
firstBox6GroupWithout,1.4923076923076923,11.673076923076923,60.76538461538462,21.35,4.873076923076923,72.09025641030769,5.682564102615384,2.2179487179999997,8.590256410307692,8.390256410307694,3.0287179487692306,9.19641025646154,52.67333333338462,11.941025641076923,13.488717948769231,8.034871794923077,4.665641025692307,0.0,6.153846153846154,81.53846153846153,12.307692307692308,0.0,95.38461538461539,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,70.76923076923077,3.076923076923077,12.307692307692308,10.76923076923077,1.5384615384615385
secBox1GroupWithout,1.515625,11.85546875,60.46484375,21.37109375,4.94921875,73.21666666671875,4.20885416671875,2.2526041667187497,8.72447916671875,8.521354166718751,3.07604166671875,8.090104166718751,53.49635416671875,12.12760416671875,13.386979166718751,8.160416666718751,4.738541666718749,0.0,6.25,81.25,12.5,0.0,96.875,0.0,0.0,1.5625,1.5625,0.0,0.0,71.875,3.125,12.5,10.9375,1.5625
